catid,ucatid,pcatid,low_pic,category_name.en_US,category_description.en_US,category_name.de_DE,category_description.de_DE,category_name.fr_FR,category_description.fr_FR,parentKey
202,43172213,191,http://images.icecat.biz/img/low_pic/202-1999.jpg,light pens,Wireless computer input device which allows users to point to items on a screen on write and draw on screen.,Lichtgriffel,,crayons optique,,43211700
203,43172214,154,http://images.icecat.biz/img/low_pic/203-2518.jpg,stylus pens,"Small pen-shaped instrument used to input commands onto a computer screen, mobile device or graphics tablet.",Eingabestifte,,stylets,,43171804
204,43172215,191,http://images.icecat.biz/img/low_pic/204-4964.jpg,mouse pads,"A mouse pad is very useful when you still have a mouse with a ball in it. It provides better grip for the ball on the surface, so you can work more conveniently with your mouse. For the newer optical and laser mice it is important to have an entirely flat surface to work on. Not all mouse pads provide this, so have a close look at the surface of the pad before buying it if you intend to use it with the latter kind.",Mauspads,"Ein Mousepad ist sehr nützlich, wenn Sie noch eine Maus mit einer Kugel nutzen. Es bietet besseren Halt für die Kugel auf der Oberfläche, so können Sie bequemer mit Ihrer Maus arbeiten. Für die neueren optischen und Laser-Mäusen ist es wichtig, eine völlig glatte Oberfläche zu haben. Nicht alle Mousepads bieten diese, achten Sie daher unbedingt auf die Oberfläche des Pads bevor Sie es kaufen, wenn Sie es mit den neueren Mäusen verwenden wollen.",tapis de souris,,43211700
206,43172300,2833,,data storage,Device able to store and retrieve data.,Datenspeicher,,stockages de données,,43000000
208,43172302,2840,http://images.icecat.biz/img/low_pic/208-8666.jpg,optical jukeboxes & changers,Robotic data storage device that can automatically load and unload optical discs such as DVDs and CDs. Often have up to 2000 slots for discs.,optische Medienwechsler,,jukeboxes ou commutateurs optiques,,43201800
210,43172304,2840,http://images.icecat.biz/img/low_pic/210-7693.jpg,disk arrays,Group of two or more hard discs used to increase performance and enables fault tolerance.,Disk-Arrays,,boîtiers de disques,,43201800
211,43201801,2840,http://images.icecat.biz/img/low_pic/211-7318.jpg,floppy drives,"Floppy disks, also known as floppies, are a fairly old-fashioned data storage medium. The advantage of using floppies is that most computers have a floppy drive. However, storage capacity is very limited with only 1.4 MB for the most commonly used 3.5"" floppies, and floppy disks can be easily damaged by dust in the drive.",Diskettenlaufwerke,"Disketten, auch Floppy Discs oder Floppies genannt, sind ein recht altmodischer Datenträger. Der Vorteil der Verwendung von Disketten ist, dass die meisten Rechner ein Diskettenlaufwerk haben. Mit 1,4MB ist die Speicherkapazität bei den am häufigsten verwendeten 3,5-Zoll-Disketten und Floppy Discs sehr beschränkt. Außerdem können Sie leicht durch Staub im Laufwerk beschädigt werden.",lecteurs de disquettes,,43201800
214,43201817,2840,http://images.icecat.biz/img/low_pic/214-2669.jpg,optical disc drives,"With these drives you can read and record DVDs and/or CDs in all kinds of formats. Please note the difference between DVD+R and DVD-R when buying a DVD burner, often drives can write only to one of those two media types, sometimes to both. When you buy a drive that only supports one type, you will always have to be careful to choose the right writable DVD discs in the shop. Newer DVD drives also support writing to Dual Layer DVDs. This kind of discs have a storage capacity of 8.5 GB instead of the usual 4.7 GB. DVD (re)writers generally can read and write CDs also, but only some CD (re)writers can read DVDs.",optische Laufwerke,"Mit diesen Laufwerken können Sie DVDs und/oder CDs in den unterschiedlichsten Formaten lesen und beschreiben. Bitte beachten Sie den Unterschied zwischen DVD + R und DVD-R beim Kauf eines DVD-Brenners, Laufwerke können oft nur auf eine dieser beiden Medien-Typen schreiben, manchmal auch auf beide. Wenn Sie ein Laufwerk erwerben, das nur eine Art unterstützt, müssen Sie immer darauf achten, den richtigen beschreibbarne DVD-Typ im Geschäft zu wählen. Neuere DVD-Laufwerke unterstützen auch die Beschreibung von Dual Layer DVDs. Diese Art von CDs haben eine Speicherkapazität von 8,5 GB statt der üblichen 4,7 GB. DVD (Wieder-)Brenner können normalerweise CDs lesen und beschreiben, aber nur einige CD (Wieder-) Brenner können DVDs lesen.",lecteurs de disques optiques,,43201800
215,43201807,2840,http://images.icecat.biz/img/low_pic/215-7745.jpg,tape drives,Tape drives are a cost-effective solution for backing up all your important data when high speed is not required.,Bandlaufwerke,"Bandlaufwerke sind die kostengünstige Lösung für die Sicherung aller wichtigen Daten, wenn eine hohe Geschwindigkeit nicht erforderlich ist.",lecteurs cassettes,,43201800
217,43201806,2840,http://images.icecat.biz/img/low_pic/217-1901.jpg,tape arrays,Racks that can hold a number of tape drives.,Tape-Arrays,,boîtiers cassettes,,43201800
218,43172312,2840,http://images.icecat.biz/img/low_pic/218-6922.jpg,tape auto loaders & libraries,"Storage device which contains one or more tape drive, a number of slots to hold tape cartridges, a barcode reader to identify tape cartridges and an automated method for loading tapes. A tape library with one drive is known as an auto loader.",Tape Autoloaders & Libraries,,chargeurs automatiques et libriaries de cassettes,,43201800
219,43201803,2844,http://images.icecat.biz/img/low_pic/219-3723.jpg,internal hard drives,"Hard disk drives are today's fastest permanent storage media and have a large capacity. For this two reasons they are the most used storage medium in computers and servers. When buying a new hard disk, there are three important things to consider:\r\n\r\n- The connection of the disk to the computer or other device you will be using it with has a big influence on the speed with which data can be read from/written to the disk. Make sure the connection of the disk you buy is compatible with your computer!\r\n\r\n- The rotational speed is also important for the speed with which data can be read from/written to the disk and determines the time it takes to find a file on the disk.\r\n\r\n- Last but not least, the storage capacity of the disk, i.e. the amount of data that can be stored on the disk.",Interne Festplatten,"Festplatten sind die schnellsten langfristigen heutigen Speichermedien und haben eine große Kapazität. Aus diesen zwei Gründen sind sie die am häufigsten verwendeten Speichermedien in Computern und Servern. Beim Kauf einer neuen Festplatte, gibt es drei wichtige Dinge zu beachten:\r\n- Der Anschluss der Festplatte an den Computer oder ein anderes Gerät, welches Sie verwenden werden, hat einen großen Einfluss auf die Geschwindigkeit, mit welcher Daten aus/auf die Festplatte geschrieben/gelesen werden können. Achten Sie darauf, dass der Anschluss der Festplatte, die Sie kaufen, kompatibel mit Ihrem Computer ist!\r\n- Die Drehzahl ist ebenfalls wichtig für die Geschwindigkeit, mit welcher Daten aus/auf die Festplatte geschrieben/gelesen werden können und bestimmt die benötigte Zeit, um eine Datei auf der Festplatte zu finden.\r\n- Last but not least, die Speicherkapazität der Festplatte, d.h. die Menge der Daten, die auf der Festplatte gespeichert werden können.",disques durs,,43201400
220,43172400,2833,http://images.icecat.biz/img/low_pic/220-9632.jpg,TVs & monitors,,Fernseher und Monitore,,"téléviseurs , écrans et projecteurs",,43000000
221,43172401,220,http://images.icecat.biz/img/low_pic/221-4277.jpg,monitors CRT,"These monitors were until recently the standard in computer monitors. Nowadays most people use TFT/LCD displays because they are less bulky and use less energy. There are however still some advantages in buying a CRT monitor, especially so if you're looking for a 19"" or bigger model. You won't be able to lift them easily, but they are often much more affordable and capable of displaying higher resolutions. Make sure you buy a model that has a refresh rate of at least 70 Hz at the desired viewing resolution, or you will get tired eyes after prolonged usage.",CRT Monitore,"Diese Monitore waren noch bis vor kurzem die Standard-Computer-Monitore. Heutzutage nutzen die meisten Leute TFT / LCD-Displays, weil sie weniger sperrig sind und weniger Energie verbrauchen. Es gibt jedoch noch einige Vorteile beim Kauf eines CRT-Monitors, vor allem wenn Sie ein 19 ""oder größeres Modell suchen. Sie werden nicht in der Lage sein, sie mit Leichtigkeit zu heben, aber sie sind oft viel günstiger und erlauben die Anzeige höheren Auflösungen. Stellen Sie sicher, das Sie ein Modell kaufen, das eine Bildwiederholfrequenz von mindestens 70 Hz gesehen auf die gewünschte Auflösung hat, oder Ihre Augen werden nach längerer Benutzung müde werden.",moniteurs à tubes cathodiques (CRT),,43172400
222,43172402,220,http://images.icecat.biz/img/low_pic/222-1717.jpg,PC flat panels,"TFT/LCD displays are perfectly flat, a lot thinner and lighter than conventional CRT displays and do not flicker, all this because of the new technology they use for producing images. Do you want to free up space on your desk, or do you want to be able to move your monitor without breaking your back? Then this is the perfect display for you!",PC Flachbildschirme,"TFT / LCD-Displays sind vollkommem flach, sehr viel dünner und leichter als herkömmliche CRT-Displays und flackern nicht, all dies Dank der neuen Techologie, die sie zur Herstellung von Bildern verwenden. Brauchen Sie mehr Platz auf Ihrem Schreibtisch, oder wollen Sie in der Lage sein, Ihren Monitor zu heben ohne sich das Rückgrat zu brechen? Dann ist dies das perfekte Display für Sie!",écrans plats de PC,"“Les écrans TFT/LCD sont parfaitement plats, beaucoup plus fins et légers que les écrans CRT conventionnels et ne tremble pas, grâce à la nouvelle technologie utilisée pour produire les images. Souhaitez-vous faire de la place sur votre bureau, ou voulez-vous être capable de déplacer votre moniteur sans vous faire mal au dos ? Alors, c’est le parfait écran pour vous ! »",43172400
